Review Id,Review,Ratings,Review Date;
407cb515-f742-41b6-8454-1a14e9a38ad9,Nice aap,5,8/23/2024 6:00;
93b58b4f-26a6-4762-a66c-ad41edf5babd,ok,5,8/23/2024 5:59;
67aed64a-3447-4637-8d08-286943e38598,best application easy to use,5,8/23/2024 5:58;
98faaa80-ae5b-4218-8529-29e3fa2ec828,good good,5,8/23/2024 5:58;
097cd967-b6b7-4571-b7f1-55efcd08dc52,good,5,8/23/2024 5:57;
f34f426b-1713-4581-b792-1d0f82b3f226,Dast,5,8/23/2024 5:55;
c8ff69aa-1272-49e4-bf48-e66808236584,nice 👍🙂,5,8/23/2024 5:54;
ba74440e-9055-4a34-b304-e80695f8e0d1,its nice for rizing,5,8/23/2024 5:52;
80e6a1f1-4f57-4b4c-8674-4d12afcda4c1,grand,5,8/23/2024 5:48;
19bba2a7-e915-453f-9358-759d8f269b22,best hai par agar google assistant ki tarah voice response hota to accha rahta 😃,4,8/23/2024 5:48;
81c4b462-d491-4a3e-bd4a-dc0227ea6412,Good for all people.,5,8/23/2024 5:47;
08ee8501-7f48-411f-be28-1564876e2d7b,good app very helpful,5,8/23/2024 5:45;
5ea13ae6-224a-4a3c-b994-76b577960cad,I like,5,8/23/2024 5:45;
ef8a7cb0-d734-433d-a4cf-ce380b438b33,অনেক ভালো একটি অ্যাপ লাইফের সব শেয়ার করা যায় মন ভালো করে দেওয়া একটা অ্যাপ,5,8/23/2024 5:45;
4012c9bf-dab7-419b-a27e-49aed4686a0d,awesome app,5,8/23/2024 5:41;
4f850e90-f620-43c8-8dcd-9fa70ab75afd,pretty cool,5,8/23/2024 5:41;
b4ce7ab2-f88e-41bf-8082-debed020b051,Nice,5,8/23/2024 5:40;
49e4203e-b164-4f56-ad6d-e970bf95d0b3,nice,5,8/23/2024 5:39;
da4a20ae-e774-49ce-8934-2ef6cabbd795,this is most useable. it help me to know about meny things,5,8/23/2024 5:38;
040b31d4-e542-4ee7-af53-cc8e94fc3ed8,very helpful .. need some modification,4,8/23/2024 5:38;
a7292e1d-e891-4407-8ad7-97187dbd6a8e,best tool for any starter.,4,8/23/2024 5:37;
5610a3cd-34a8-4730-957b-d77388ba3426,Very helpful and easy to use,5,8/23/2024 5:37;
714da6d9-9ed3-4bf3-8aec-faaaf2ea275a,it's smart and helps me with homework,5,8/23/2024 5:37;
15c9b5c4-8d2e-4725-8f02-bb7583dc7c71,nice app it gives all information about my question,4,8/23/2024 5:36;
832f132a-f81e-4a51-87c7-f01af770e1de,Saves time,5,8/23/2024 5:36;
54c07fd9-4601-4787-b2b2-905060353bc8,it is very useful for me,5,8/23/2024 5:35;
6e295aec-c83d-4848-9337-25855b3e181e,good 😊,4,8/23/2024 5:32;
c45eafe4-aced-4068-a92f-c563124cdd87,Absolute worth,5,8/23/2024 5:32;
2118f2e8-0c6b-4add-b7b3-28f1f0886f92,Quite impressive tool. Answers without delay and accurately. I love using especially when there is no one around or doesn't understand the issue.,5,8/23/2024 5:31;
0bca3ec4-e6ea-4c78-84d8-a3c2f39f207a,thanks for making my thesis,5,8/23/2024 5:31;
a2cbf4da-ef52-4f41-aa16-140744a32a11,aad ayaan u gu helay waana saaxiib iyo macalin aad u wanaagsan 🙂,5,8/23/2024 5:30;
0810825f-ac3e-431b-9a83-777b37f360b5,this is good 👍🏾,5,8/23/2024 5:30;
453e2c83-2acc-49c0-84ca-1f6cc3c81a48,GREATNESS,5,8/23/2024 5:29;
86e7f3d0-3022-41ac-8bfc-3176e3cd1205,good,5,8/23/2024 5:28;
113a2448-5d82-4223-848d-c33be3976b4b,👌✅,5,8/23/2024 5:28;
000943ef-bece-4d5b-baf0-b3c624ce8eba,Excellent!!!!,5,8/23/2024 5:28;
b84c959f-dfa4-414c-8e4f-b18849f696ca,good pformans,5,8/23/2024 5:28;
765f08fd-5e4b-446d-bb66-2eec880bd505,Best app,5,8/23/2024 5:27;
8691a9a6-ba1b-40b1-abde-599e41b2b4f9,excellent,5,8/23/2024 5:25;
d117c2f9-96ed-41f0-a183-0b20765eefb0,Nice info,5,8/23/2024 5:22;
77810256-5af4-424a-8205-1c69053c5b84,it very amazing app i ask to explain me various question and it also asks me very useful questions Thanks chat gpt,3,8/23/2024 5:22;
c66d8a45-7e73-4a7a-bfa7-597b55aed2a1,Awesome,5,8/23/2024 5:19;
5d2cd3a5-9e5d-476e-91f3-848dfbd990be,good,5,8/23/2024 5:16;
3a566573-bca1-41a0-851e-61bbde62d1f4,this app very good service,5,8/23/2024 5:16;
"abcbaef0-9dbd-4aee-993a-4c5fccbbdae2,""excellent chatGPT, it moves at light speed."",5,8/23/2024 5:15";
11ef91c9-1d3a-472b-9f4e-dcc9d440c2f9,best app for learning anythings,5,8/23/2024 5:12;
69d1c967-9e1e-4a31-b8dc-295cdf714ba6,Can't live without it now!! 🤣,5,8/23/2024 5:12;
ca708d21-a67e-4d71-b03c-fd0ca90cb0ae,nice,1,8/23/2024 5:05;
5da1599f-4d07-4ec2-a967-7c533d9cb0d1,This is simply amazing,5,8/23/2024 5:03;
"dfe27098-8682-43f1-8af6-4c5978ea479f,""At this point I prefere using ChatGPT on the web, the app doesn't feel right. It's lagging, interface too minimalist that it isnt appealing, certainly has more features, but it's like they came in the expense of smooth functionality. Love what ChatGPT has done to 10× my company building"",2,8/23/2024 4:59";
370c3f06-e479-4468-a4a0-47a93d8cc793,very use full keep it and stay with me,5,8/23/2024 4:59;
"da01095d-1d2e-4189-a7aa-4c07657e64f7,""It's very useful and resourceful, even the free version, but has its limitations, but I would still highly recommend it"",4,8/23/2024 4:56";
"9508d268-e002-4dc7-aa20-0bc2b416038e,""very useful, very helpful, minutes details, lovin the app 👍🏻"",5,8/23/2024 4:53";
b6c00f46-ac0b-47bb-83c1-08e16358f1e3,very good that,5,8/23/2024 4:53;
e67f2734-37e0-4bdd-9d76-0440f51d1af5,good and helpful,5,8/23/2024 4:52;
c522fa33-535e-46a3-8113-08f5f8013638,Nice app,1,8/23/2024 4:50;
eb1e2801-a0f9-4911-8042-1f9cec5a04ef,good 😲,4,8/23/2024 4:50;
7a6fb00e-af53-472f-867f-b377c7c7b6ce,super,5,8/23/2024 4:50;
a9b8da3e-9efe-4dd3-a011-0c160657545e,good app,5,8/23/2024 4:50;
"6edca05e-99e5-49ca-955d-a106c06ed0fc,""I love this app it's awesome,👌"",1,8/23/2024 4:47";
f64642c9-5090-4f9e-b04f-bfcffdc1fca4,superb,5,8/23/2024 4:47;
e0ea7201-4056-419e-92bc-205e8556638c,👍,5,8/23/2024 4:47;
9fe77558-9fc6-481c-9fd3-185a82d502c5,best AI app,5,8/23/2024 4:46;
f7b84c18-7a3a-42ca-9175-09b43d9563b5,godd product,5,8/23/2024 4:46;
6e20f3b1-d374-47d0-a4b4-4994e02cda73,Awesome,3,8/23/2024 4:43;
6c3b5c97-6953-404f-bfbb-6740470cc5b7,ashadaron💙☣️,4,8/23/2024 4:43;
a5cccd00-504b-46b4-99ba-6c880c14e67c,its good,5,8/23/2024 4:40;
eecc6ce8-0dbf-4e01-94f2-36ebe2983fe9,Extreme level response from GPT.,5,8/23/2024 4:35;
2ee4d06d-7250-44c8-8e7c-4eb040e48821,nice 🙂,5,8/23/2024 4:34;
63b3663f-e7e4-4ff8-93e8-f71e2b213e89,good,5,8/23/2024 4:33;
d110e9ef-2897-434d-87f0-e719003c9b13,অসাধারন ❤️,5,8/23/2024 4:32;
e8fab754-6b16-44dd-b120-4622c22def79,good,4,8/23/2024 4:32;
efa240e8-a2ea-4474-8b2e-1a58fea423ba,it's totally great ai tool,5,8/23/2024 4:29;
24e1a1d7-fac5-46c2-a955-e604d38156be,good,4,8/23/2024 4:29;
dc703b44-adda-4016-9dd7-9f0cd5531384,straight foward answers with na prejudice,4,8/23/2024 4:27;
a8906fb5-f02a-4c51-b0c2-25cb5d989862,excellent,5,8/23/2024 4:27;
6b0a6e2c-62ee-4f24-8036-ab167e8b0aae,v.v.very good,5,8/23/2024 4:25;
eb63d7cf-ab70-4fe8-821a-a5c586ca3cda,good,3,8/23/2024 4:24;
a3b1ee89-45ac-4e66-a99a-013e4c688acc,nice,5,8/23/2024 4:22;
9a34375e-a18a-4b43-9a61-2e2c13939051,Good,5,8/23/2024 4:21;
"f26358cb-3c8b-470d-92da-b4ff88815f9d,""keep up, well done"",5,8/23/2024 4:19";
6dec6210-2324-477d-a546-9278cd12a0ff,🙂🙂,5,8/23/2024 4:16;
f7637cf1-f9e7-47e9-b8bc-c091a26aae46,loved it,1,8/23/2024 4:15;
54c31df1-90ef-4bb6-9f3a-8742f18693b0,good service,5,8/23/2024 4:15;
e7b0126e-cb3a-4c58-834f-7d337900f3b5,best app ever known of.,5,8/23/2024 4:15;
99337e7d-7995-421c-bf3c-d833ff601612,It is really too much good apps 💜💗💜,5,8/23/2024 4:13;
a7cd7a51-49cf-4349-87a5-61aa678e0178,excellent,5,8/23/2024 4:13;
0740002f-2c6c-40b0-965d-e15256d94d43,Beacause this apo can solve your problem!!,5,8/23/2024 4:11;
6b47f3cb-05c8-47a4-8b3a-304b929ccf53,fascinating in some aspects a little frustrating in others but we're at the model T stage in artificial intelligence. Wait until we start racing these things. It won't be long wait...,4,8/23/2024 4:07;
2e4665b6-96e0-4f52-ae26-fe9632c9c923,very goods,5,8/23/2024 4:07;
3869c9e7-1dfd-4675-8d72-0a43da357bf1,super,5,8/23/2024 4:06;
a28c0f9a-433c-4dfb-ab51-5a7f256a31d5,ChatGPT menga juda yoqdi.U nima so'rasang ham chiqarib berarkan.,5,8/23/2024 4:06;
a8d34ee8-d86c-413d-80ca-7f49d549cf06,it's a brilliant app for students and office workers,5,8/23/2024 4:06;
79509a00-ff20-4c9d-ab7e-20f3401ee9df,Most handsome AI 😅😎,5,8/23/2024 4:06;
"14a64ff1-7fef-483f-bf3b-624ef2580085,""Keep getting an error message to try again later, for months now"",1,8/23/2024 4:04";
fb05d5b1-aa66-4965-a0ce-f5b7a9482df4,নাইস,5,8/23/2024 4:03;
f678ce4b-1bad-46aa-8bd3-8c49b69e1c36,useful app,5,8/23/2024 4:02;
5ce47025-4155-45ee-b989-24d7b299bba6,এটি অনেক ভালো একটা এপ usefull,5,8/23/2024 4:01;
daddfa38-1d5d-4ee2-9b3f-6e128f5ade5c,thank you,5,8/23/2024 4:00;
b3565e3e-a750-4d2b-be25-7e53a5c3cb8d,excellent app.,5,8/23/2024 4:00;
fe5e313b-5f17-4535-aeb7-6835f0750637,I'm a student and this app helps me a lot for my homeworks in school..Highly recommend this to everyone,4,8/23/2024 3:59;
566a86b0-dd22-4885-8fec-8c371e2bdecd,Not opening on mobile says error,1,8/23/2024 3:57;
a9191188-92fd-49d4-8a56-b823867e8858,yeah it's great,5,8/23/2024 3:54;
b025695e-6eb4-4fbf-8633-ab0cb2517690,great,5,8/23/2024 3:51;
696dd3b2-3e2d-4908-a4dd-624a046bd50b,just WOW. helpful for everything more than google,5,8/23/2024 3:51;
b1f59610-4d29-4c63-b571-533738942375,good,5,8/23/2024 3:46;
"74916367-1902-4ed3-8d31-7860929cd9ac,""It spammed the same response at me , and wouldn't stop taking about Browser Prototype no matter what I said."",4,8/23/2024 3:43";
dbe0bb21-e2f8-4b85-8526-c73ab64d25c1,Good,5,8/23/2024 3:43;
d366a981-9d83-433a-a129-17864a73221a,very nice,5,8/23/2024 3:42;
62df9312-6efa-47bd-8d25-684c9d068e0b,best,5,8/23/2024 3:38;
7dea3bbf-c662-4252-b799-7aac3bddda85,great,5,8/23/2024 3:36;
7396ea56-90e5-4347-a5f8-89c0834c186c,very good experience 👍,5,8/23/2024 3:35;
"2f167b49-802f-469c-b636-493bd75edf79,""I love this GAI. all aspects of programming are foreever grown and enhanced with a multitude of variables, exponential thinking and self-learning governance. great for just straight up giving you the codespace.io that you are worth as such, in any capacity, to any and every feilds in the world. I hear theres a registry too!"",5,8/23/2024 3:34";
6ea4edf5-4e31-41e2-b1a5-6dfdeb98ff54,Great app,5,8/23/2024 3:33;
7f31cbc9-c094-4260-9f1b-110baed4dc47,very helpful,5,8/23/2024 3:33;
f218faac-3154-41cf-ae3c-be813b5c6249,very good app,3,8/23/2024 3:31;
93a761b6-992d-431a-9a5f-df3c1837c8b7,good,4,8/23/2024 3:30;
cf0291d4-6ff3-4a50-b061-fc3532e52436,excelllent,5,8/23/2024 3:29;
5b36d6e9-9e8d-4c44-8014-6f72bc6448c8,best friend my chet gpt,5,8/23/2024 3:28;
0efd9b0d-9821-4b36-8f7a-a1a1fc1a7d41,good 👍 ai,5,8/23/2024 3:28;
d2944419-7fa9-4676-9499-999aeb9a8c15,helpful app,5,8/23/2024 3:27;
23589f45-af99-4cdd-8888-f69aa86f1a25,mast,1,8/23/2024 3:25;
ad783f41-6454-49d1-90ce-cb865aed6ad1,It's amazing.,5,8/23/2024 3:20;
cb55d1e3-a7a8-42d4-bbc9-85c0c307b10a,excellent it's very helpful for everyone,4,8/23/2024 3:18;
61e345e4-9634-4da3-a312-953b5ea6c465,very nice,5,8/23/2024 3:16;
00c0a66c-c2f1-4d3f-b1ef-813121f28487,best app,5,8/23/2024 3:15;
8e42d9ae-48c3-4fc2-bab4-20919ad121a1,nice,5,8/23/2024 3:15;
6d93d1f5-da10-4145-97da-59d0c577a826,nice,5,8/23/2024 3:15;
93427acb-8a2b-41c0-bb67-037ccce7bac8,good app,4,8/23/2024 3:10;
6a084572-5ee7-441e-8ba9-a766da868d20,excellent,5,8/23/2024 3:07;
52e30807-3aa9-4609-9c00-dc71ecc015e0,its a really good app I like talking to something that sounds human rather then repeat the same thing throughout the whole conversation good job open AI Team I hope other ai chat bot companies would follow suit and improve.,5,8/23/2024 3:07;
46b03dd8-3e45-4e86-8b5c-f13fc006e980,Not run,1,8/23/2024 3:04;
27de3e81-8eff-499a-82b6-d2708376e846,Well this app helps me alot whoever created this app is a genius 👌 👏 🙌,5,8/23/2024 3:00;
"b76bb537-6eea-4554-98c8-88cf20c46f0a,""This is super great app, I have tried some of the other apps of chat but none of them was as much as great us CHAT GPT thanks for creating such a good assistant . I love this app but the only thing that I want you to develop is please add photo features like if we could send photos it woould be great . Thanks"",4,8/23/2024 2:59";
5ae83361-c08a-41af-b3ea-2e1c0d7dca57,super,5,8/23/2024 2:56;
eb8234d9-2ddb-4025-87d8-4e5b764747a1,excellent,5,8/23/2024 2:55;
458d65e6-ac6b-4251-bb35-7f1bc6573ff1,great,5,8/23/2024 2:47;
0cda5124-9dfc-46c2-addb-44fd237e178c,সুন্দর,5,8/23/2024 2:44;
83d39533-fe35-498b-8f1c-7ef98c02f3c5,excellent,5,8/23/2024 2:43;
a5766371-edd9-4daa-b86c-14fe61b9e408,voice seem to glitch sometimes,3,8/23/2024 2:37;
"269d907e-dc13-4411-8931-c39343126bd9,""Most reliable and versatile AI at the moment. Google's AI is surprisingly bad, even worse than Microsoft's."",5,8/23/2024 2:36";
07274c2c-5c8b-4d68-a487-6398052cb514,apreciarte the intelectual,5,8/23/2024 2:33;
b38532b8-7af6-45e6-9a7e-8df62581f864,It doesn't work properly,1,8/23/2024 2:32;
6d0babc3-fd78-4f9a-a83d-10d98a6ee252,great 👍,5,8/23/2024 2:30;
bd383213-fce9-4465-8a73-3ef6fcf8acb7,nice bro,5,8/23/2024 2:30;
5e6c07a7-6eba-4715-b215-970731635aa7,nice,1,8/23/2024 2:30;
d5aeab9a-21d2-4e0c-9dc2-414f248beead,super,4,8/23/2024 2:30;
057ae90d-cc91-4ea3-8332-1526fcece5b8,আয়শা,5,8/23/2024 2:29;
7beccc54-3fc5-4b52-a992-3ffa00296958,Outstanding,5,8/23/2024 2:26;
02572aa4-5566-4590-9637-dc9b6261740f,very good,5,8/23/2024 2:26;
d1dee0fa-5db1-4c55-a81d-960d3179f5e6,outstanding,5,8/23/2024 2:25;
50841b41-4b64-4186-9430-082ea2503577,Great its even provide gpt4o support with chat limit in free version,5,8/23/2024 2:24;
72829e44-5ac9-4a3b-ba3d-ddc69b3d0b3f,mmg mantap,5,8/23/2024 2:22;
3c1dc787-4ae0-4fdf-8aa6-d5ed0c3b326d,nice,5,8/23/2024 2:17;
efa1a7eb-d6b2-412b-8c46-049f43af8af2,it's really good It helps me with my ho.ework and I created a lot of stories with chatGPT.,5,8/23/2024 2:17;
402957b3-6689-4cf0-8db1-89051f90be5f,It is the best app even better then teachers for study i love this app but pls dont make it completely paid,5,8/23/2024 2:10;
c88d82d5-cacb-4b22-a34f-badcfbc73d29,Sublime application. Kudos to the creators!,5,8/23/2024 2:08;
b3ab986d-cb3f-4513-a4b4-233f2868ad11,very useful app,5,8/23/2024 2:06;
420e8887-c499-4998-93f2-de84bbbd1f22,Chat gpt is brilliant theory is provide easy to understand and very helpful for the students.using chat gpt student allmost syllabus covered in short time.I am Syed uzair Syed barey from Karnataka in India,5,8/23/2024 2:05;
128878f1-7f5c-490a-8916-adf77fe7abdb,Greatest app on Play store,5,8/23/2024 2:01;
cdca989d-f4c8-48e0-ba04-408e1e532e0c,nice app,5,8/23/2024 2:01;
e3eb1ea4-6523-4fe0-b4b7-ced17b5e9473,That is the best only if that I log in with my network,5,8/23/2024 2:00;
d3ebfbe0-221c-4c23-b190-df3004b683d3,very useful aap,5,8/23/2024 2:00;
55cf2237-93be-40d2-9b5b-4d907e424077,woww,5,8/23/2024 2:00;
97961312-af79-4025-a57c-18df9fbe0125,it can help with almost everything,4,8/23/2024 1:59;
d724af28-cf8c-46f5-904f-8f98c8f666f8,good app,5,8/23/2024 1:58;
0d168223-be59-41c4-8b0d-e41ed8ac596e,Very nice apps!,5,8/23/2024 1:49;
f6753eba-b7ad-4f2b-a21a-d596ecd4d4bc,nice 🙂,2,8/23/2024 1:46;
956a71ed-fdce-47f1-8bc1-5998b454e35b,nice yaar aap ko bhi apna name kamavo,3,8/23/2024 1:44;
a69e28ad-0af6-4caf-8ba2-b11f5890908b,good 👍,4,8/23/2024 1:40;
5dee65a9-4dad-41bd-adfb-c4bc16fef974,very helpful,5,8/23/2024 1:39;
ab866eaf-cb41-4335-b3e2-b132cd5548c8,wonderful...,5,8/23/2024 1:38;
4f68c662-c028-48b1-acdd-b1e05c19dd00,I like AI tools and learn New things of technology and this app is useful gpt is so Fast to answer,5,8/23/2024 1:36;
22fd84bc-76ff-46b9-967b-4017c6b46ffe,best,5,8/23/2024 1:34;
789b129e-3ef5-41c7-9f38-9572f697c648,nice app,5,8/23/2024 1:34;
60f1a2f1-62e0-4cfa-b799-76db5051c6ed,Chat Gpt is f@&king awesome!,5,8/23/2024 1:30;
3cea8d50-c018-4d72-b7f9-bfb26201ef4c,good app,5,8/23/2024 1:26;
b5986c2d-af0a-45b9-a66a-8ab7a845389f,too much helpful like a friend,5,8/23/2024 1:25;
"a56b153e-5217-481b-a294-d0d552edc14b,""Thank you for existing, this app really helpful but sometimes it gives wrong information so I'm giving 4 star"",4,8/23/2024 1:23";
6b4c9db9-98e1-4ccc-a84c-3da94f0be6fe,good 👍,4,8/23/2024 1:21;
727bcc4d-f327-44ea-a4c8-c99a24be54b5,Well this revolutionary bot is veryy good and to those people who say that robots might take over the world nahh i dont like your fun plan,5,8/23/2024 1:19;
3439e198-80d7-40a3-9f1d-88d3b6127df6,very great app,4,8/23/2024 1:19;
ef20dde0-d45e-4508-9089-553f1b6743ea,very powerful fast and versatile tool.,5,8/23/2024 1:16;
056300ee-653c-4aeb-b62a-021ab36d891c,yes this is the best for my study from Google,5,8/23/2024 1:14;
ef3730fb-8e37-44dc-b552-f7bf77e92a2d,super duper parfomence,5,8/23/2024 1:12;
e99fb44c-d88d-4ea1-92f8-fc5f94f814cb,It's a really great app. I like to use it to practice my English speaking.,5,8/23/2024 1:02;
528520b4-19bb-4e84-b906-a93f4bc78842,This sucks !! Always having problems while taking,2,8/23/2024 0:56;
789b3dbd-f335-47ad-9d7d-884c86ef801a,Good,5,8/23/2024 0:55;
42110492-0bf4-4b1b-b741-ac2714168167,Great app but lately it's malfunctioning and says invalid,4,8/23/2024 0:54;
"1281a924-2051-4c95-8c25-7e12edfc1e06,""I use this app for my assignments and to clear my boredom by making stories but sometimes the chat I recently sent, does not save and is annoying. So if you fix this issue, I would really enjoy it."",3,8/23/2024 0:46";
ac2702a6-18e5-47fa-8f55-63107376ceb9,also best,4,8/23/2024 0:45;
63373479-b4ee-42a7-8a24-267a9e2fa13a,time limit❌,3,8/23/2024 0:43;
"bd35cf09-f70f-4bd5-bc88-b1118b6992fa,""it don't know about virat kohli,bro this is embarrassing me.please update your version"",2,8/23/2024 0:39";
d5b69114-68c3-4e7e-bf25-cf249d9f8142,Excellent,5,8/23/2024 0:31;
"fc30300a-cd03-4e18-8c00-ba8005a70065,""login issue fixed, but if i switch away/come back to app, it uses 125kb/sec constantly & 38% cpu usage (of 8 cores), and it's due to the datadoghq hostname resolving to 0.0.0.0(which, as a target IP, it means localhost or Lan IP in linux) due to my use of NextDNS and chatgpt app retrying on it too often and not giving up. It's just using CPU due to this,so battery. Hoping for a fix soon, support is great! 5 stars after fix! versions 1.2024.206->1.2024.226 have the issue."",2,8/23/2024 0:29";
64fac4ce-83a7-4698-8c31-c3be42ccb211,Good,5,8/23/2024 0:28;
18c44be3-ac8e-4011-baf9-7a41266903bc,good for bobo,1,8/23/2024 0:26;
60a0c1ff-d406-4380-80d5-42f0bca51645,All of this app is very good it gives us l9t if information and help me in my hw so i give it 5 star,5,8/23/2024 0:25;
4bcb5ff3-20cc-4406-a87b-166eb81c5b29,best 👍👍,4,8/23/2024 0:19;
45aae10b-268f-4582-8fd4-71453a2e318d,🔥,5,8/23/2024 0:17;
38cc1bc2-3ea7-48b8-8a91-3b59a65197fa,very 2 usefull app for students,5,8/23/2024 0:08;
0417f82f-afdc-4637-a4fc-c095511c9b4f,অনেক কাজে লাগে আমার,5,8/23/2024 0:05;
3ad281bd-47db-4d0a-b2ef-fde1174fcf5a,It's the best,5,8/23/2024 0:05;
775d0f72-917f-4a2d-aff3-5e8556aa2981,Great app,5,8/23/2024 0:04;
57d8978a-27dd-4a62-89ce-dfd52ed27508,perfect 👌🏾,5,8/23/2024 0:00;
"cc2b89f1-3ef2-453d-b746-234a9821c6f9,""good apps,"",5,8/22/2024 19:25";
d58fa5c4-f31e-4331-97c7-0a260f2bffcd,I'm going to marry this AI one day and I'll take the last name of Skynet.,5,8/22/2024 19:23;
90e929c7-1470-484f-80be-b3bc4685677f,Boot ai,3,8/22/2024 19:21;
87c5e7fb-5298-484c-9b01-832af1a43fe9,nice,5,8/22/2024 19:17;
586cff54-1fee-45da-921f-b2d7c05a04e8,perfect,5,8/22/2024 19:15;
09822219-1ff4-4626-a835-fb0dd44c4145,osam,5,8/22/2024 19:15;
279dee08-b4e5-4759-b63e-2429947f1b41,so far quite impressive. quite fun to try and push its limits in a respectful manner,5,8/22/2024 19:13;
be6dc8e6-e738-4aa6-910e-9ce1b592e7dd,single life,5,8/22/2024 19:13;
ffbf1efa-2fc7-48a0-8bb9-c0f664628b8f,it's superb,5,8/22/2024 19:11;
5517373d-990f-4f5d-9352-87a55223de1f,Best Sparring buddy,5,8/22/2024 19:07;
"c354651f-1bbc-4485-bcd7-c0c01644ef6c,""Well, just love this"",5,8/22/2024 19:05";
9b928974-f4e3-49a1-8134-ca176cb62978,excellent all able all knowing,5,8/22/2024 19:02;
73bdb2c9-811f-43c2-883c-2c45c0f4ecc5,I like to do my collage work on. which give me a more better experience than meta and Gemini. thanks 👍,5,8/22/2024 19:01;
ddb10b41-9ce8-4fcf-a724-1c327c07ed74,Great 👍👍 ChatGPT I have never see such a beautiful Al app before keep doing great things guys but please lower your suspicion on app,5,8/22/2024 19:00;
887911bb-8ae0-4d29-8ed4-00c5c044029c,it has everything I need for my son's projects thank you ❤️❤️❤️❤️🙏,5,8/22/2024 19:00;
9ac09409-1829-439e-97e7-fa17c16e4cd7,very good 👍👍 a app chatgpt,5,8/22/2024 18:57;
c7fc23ef-69af-4138-81a7-31348e5baf2c,the best,5,8/22/2024 18:57;
4b0a868d-a824-4f4c-a32e-0b4ac72f6b1b,It's literally amazing,5,8/22/2024 18:55;
f01ea075-aeec-4a48-9a2e-5078fe2cc5e1,nice,5,8/22/2024 18:53;
0ff60e6a-5579-4e81-af5e-293bcbb9f9e0,good amazing,5,8/22/2024 18:51;
fe868347-2ffc-4aec-b0dd-3637da5b8cdf,it is very useful it can solve any type of problem,4,8/22/2024 18:49;
44ed3aa7-53f5-4188-84cf-b98bdfea2198,Simply the best 💯,5,8/22/2024 18:48;
0e0bf40d-3b65-48ca-8696-35caee076d99,wow,5,8/22/2024 18:46;
378c49df-873e-49d6-a22a-c0292abb4565,ممتاز,5,8/22/2024 18:43;
7ad9848e-fdd8-4296-9363-315546ec6b0d,Hmm good apps kintu husband rag korche tai delete kore dilam,3,8/22/2024 18:42;
6efd822b-e600-416c-bb4e-6d773f45bafb,still impress from this one unique aaps.,4,8/22/2024 18:41;
29ff390c-cb19-4981-9116-986321bbafb5,very nice,5,8/22/2024 18:41;
c5ea32c4-2317-46db-b05d-538f8f79af11,⭐⭐⭐⭐⭐⭐,5,8/22/2024 18:37;
fefbfb38-7fa0-4235-a6a0-e98c273233d4,I really appreciate the developer effort 🙂.,5,8/22/2024 18:31;
b9accf99-78d6-4ecb-9964-3b497e62c92d,gives late answer,2,8/22/2024 18:27;
38a9aa32-536c-4116-b97c-ec7f8740e9b0,Very good exellence,5,8/22/2024 18:25;
eb6e2028-e2ea-4a5a-b4c4-0404fc53cd39,thank you,5,8/22/2024 18:25;
a5a0a55d-e5d7-4656-b576-317ac1fdda19,superb,4,8/22/2024 18:24;
8b4171f1-0a92-4382-92c4-17b7ab629b90,super,4,8/22/2024 18:23;
8870e84b-2bd6-48e9-b22b-51aa11c1821f,just amazing stuff mob love,5,8/22/2024 18:21;
2dbf0b02-76d6-4657-9856-23ea33330d36,onek valo🥰💝,1,8/22/2024 18:19;
7294ea08-b56f-406f-93e4-228c0c2b7d2a,super,5,8/22/2024 18:18;
ffca6e4e-371b-4f86-9a6f-aad390497beb,very good,5,8/22/2024 18:17;
"fdd63044-5882-4012-95ea-94cd1d1f559f,""I purchased the Plus subscription, and have not been able to login, requested reset of the password but everything I receive the email the link is expired. Requested a refund, and have heard crickets. Beware."",1,8/22/2024 18:17";
f862e1fc-6ed4-4669-b251-052010296772,very good and interesting,5,8/22/2024 18:16;
953f4fe8-11db-4203-8a10-c46db413be73,nice app,5,8/22/2024 18:14;
39e8a339-e7e4-4bcb-85ba-707211600bea,Good,5,8/22/2024 18:14;
ec36ef97-4dff-4629-bafa-27f179c11c8d,wow,5,8/22/2024 18:12;
6bd060cc-38c6-4d42-ad9c-5bf6ac789fe4,it's accurate and works,4,8/22/2024 18:12;
2e05c50c-31fc-4a1d-94a5-5ba37f94a989,Phenomenal,5,8/22/2024 18:10;
6e1743f2-fd71-466b-9f51-b210309d4c3a,doesn't work,1,8/22/2024 18:10;
51a86915-f5ed-4399-b16f-e07a7764f5f8,Thes is best app in the world,5,8/22/2024 18:09;
f35c8aaf-8c3c-49fd-a02b-0d6fab50fc9b,এত দিনে মনের মতো একটা App পেলাম,5,8/22/2024 18:09;
0bc03c80-24f8-4f4a-86ed-e0ffc1166604,Nice,5,8/22/2024 18:08;
6e90d271-f092-4637-a804-11cc440c429b,nice,5,8/22/2024 18:06;
bf76782b-bad6-4918-9213-9e99020a5d14,fantastic amazing superb,3,8/22/2024 18:04;
0cc39ccf-d152-47f5-b89a-abe9b183dc4c,amazing ap 😍❤️,5,8/22/2024 18:03;
9d8c3ff0-2e7f-4f6d-aaf8-92b019408279,1 word. Phenomenal.,5,8/22/2024 18:03;
d0e23532-ab39-4424-90b8-fa1ca4800b47,its very helpful,5,8/22/2024 18:01;
